target,threshold,balanced_accuracy,f1
target_J,0.39499999999999996,0.5,0.5689418231791114
target_J,0.3999999999999999,0.5,0.5689418231791114
target_J,0.4049999999999999,0.5,0.5689418231791114
target_J,0.4099999999999999,0.5005313496280552,0.5692025664527957
target_J,0.4149999999999999,0.5010626992561105,0.5694635488308115
target_J,0.41999999999999993,0.5010626992561105,0.5694635488308115
target_J,0.42499999999999993,0.502125398512221,0.5699862322166132
target_J,0.42999999999999994,0.5240707370957336,0.5776722090261283
target_J,0.43499999999999994,0.5829016652377554,0.5969989281886388
target_J,0.43999999999999995,0.6033265395876863,0.5792488860598345
target_J,0.44499999999999995,0.6157649124428222,0.5458786936236392
target_J,0.4499999999999999,0.5953083795804306,0.46938775510204084
target_J,0.4549999999999999,0.5878643509748255,0.4038876889848812
target_J,0.4599999999999999,0.5731114841681769,0.3309178743961353
target_J,0.4649999999999999,0.5614029683705791,0.2677165354330709
target_J,0.4699999999999999,0.5457662301214489,0.20527045769764216
target_J,0.4749999999999999,0.5368282619818914,0.15474452554744525
target_J,0.4799999999999999,0.5295493710223647,0.12012012012012012
target_J,0.48499999999999993,0.5222867371368042,0.08895705521472393
target_J,0.48999999999999994,0.5190661252205401,0.07716049382716049
target_J,0.49499999999999994,0.5155717099532652,0.06230529595015576
target_J,0.49999999999999994,0.5123510980370011,0.050156739811912224
target_J,0.5049999999999999,0.5099356390998031,0.04094488188976378
target_J,0.5099999999999999,0.5064412238325282,0.025437201907790145
target_J,0.5149999999999999,0.5056360708534622,0.022292993630573247
target_J,0.5199999999999999,0.5040257648953301,0.01597444089456869
target_J,0.5249999999999999,0.5032206119162641,0.0128
target_J,0.5299999999999999,0.5032206119162641,0.0128
target_J,0.5349999999999999,0.5032206119162641,0.0128
target_J,0.5399999999999999,0.5032206119162641,0.0128
target_J,0.5449999999999999,0.5024154589371981,0.009615384615384616
target_J,0.5499999999999999,0.501610305958132,0.006420545746388443
target_J,0.5549999999999999,0.500805152979066,0.003215434083601286
target_J,0.5599999999999999,0.5,0.0
target_J,0.565,0.5,0.0
target_J,0.57,0.5,0.0
target_J,0.575,0.5,0.0
target_J,0.58,0.5,0.0
target_J,0.585,0.5,0.0
target_J,0.59,0.5,0.0
target_J,0.595,0.5,0.0
target_J,0.6,0.5,0.0
target_J,0.605,0.5,0.0
target_J,0.61,0.5,0.0
target_J,0.615,0.5,0.0
target_J,0.62,0.5,0.0
target_J,0.625,0.5,0.0
target_J,0.63,0.5,0.0
target_J,0.635,0.5,0.0
target_J,0.6399999999999999,0.5,0.0
target_J,0.6449999999999999,0.5,0.0
target_J,0.6499999999999999,0.5,0.0
target_J,0.6549999999999999,0.5,0.0
target_J,0.6599999999999999,0.5,0.0
target_J,0.6649999999999999,0.5,0.0
target_J,0.6699999999999999,0.5,0.0
target_J,0.6749999999999999,0.5,0.0
target_J,0.6799999999999999,0.5,0.0
target_J,0.6849999999999999,0.5,0.0
target_J,0.69,0.5,0.0
target_J,0.695,0.5,0.0
target_J,0.7,0.5,0.0
target_J,0.705,0.5,0.0
target_J,0.71,0.5,0.0
target_J,0.715,0.5,0.0
target_J,0.72,0.5,0.0
target_J,0.725,0.5,0.0
target_J,0.73,0.5,0.0
target_J,0.735,0.5,0.0
target_J,0.74,0.5,0.0
target_J,0.7449999999999999,0.5,0.0
target_J,0.7499999999999999,0.5,0.0
target_J,0.7549999999999999,0.5,0.0
target_J,0.7599999999999999,0.5,0.0
target_J,0.7649999999999999,0.5,0.0
target_J,0.7699999999999999,0.5,0.0
target_J,0.7749999999999999,0.5,0.0
target_J,0.7799999999999999,0.5,0.0
target_J,0.7849999999999999,0.5,0.0
target_J,0.7899999999999999,0.5,0.0
target_J,0.7949999999999999,0.5,0.0
target_J,0.7999999999999999,0.5,0.0
target_J,0.8049999999999999,0.5,0.0
target_J,0.8099999999999999,0.5,0.0
target_J,0.815,0.5,0.0
target_J,0.82,0.5,0.0
target_J,0.825,0.5,0.0
target_J,0.83,0.5,0.0
target_J,0.835,0.5,0.0
target_J,0.84,0.5,0.0
target_J,0.845,0.5,0.0
target_J,0.8499999999999999,0.5,0.0
target_J,0.8549999999999999,0.5,0.0
target_J,0.8599999999999999,0.5,0.0
target_J,0.8649999999999999,0.5,0.0
target_J,0.8699999999999999,0.5,0.0
target_J,0.8749999999999999,0.5,0.0
target_J,0.8799999999999999,0.5,0.0
target_J,0.8849999999999999,0.5,0.0
target_J,0.8899999999999999,0.5,0.0
target_J,0.8949999999999999,0.5,0.0
target_J,0.8999999999999999,0.5,0.0
target_J,0.9049999999999999,0.5,0.0
target_J,0.9099999999999999,0.5,0.0
target_J,0.9149999999999999,0.5,0.0
target_J,0.9199999999999999,0.5,0.0
target_J,0.9249999999999999,0.5,0.0
target_J,0.9299999999999999,0.5,0.0
target_J,0.9349999999999999,0.5,0.0
target_J,0.94,0.5,0.0
target_J,0.945,0.5,0.0
target_J,0.95,0.5,0.0
